,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
1436,TOLdwEppoiI,Where can enterprise find the right fit partner #enterprise #microsoftmarketplace #shorts,89,SN How oriso enterpris how can s tid right he m partner. PEER OR DIE,68,-0.03950000000000001
1437,cd45eBHo1Lc,Why going with cheapest MSP is almost always a mistake #msp #mistake #cheapest,78,Why nake Why doesn t t make ser to neth sen go th pesi M57 PEER OR DlI,70,-0.081
1438,NZgB9CxBT88,"Chat with Mack, disaster planning and security policy",53,https://bit.ly/3ioLcZ4,22,-0.068
1439,8I7xwT3Izew,"Chat with Mack, it's Friday!",28,uned toetlloed,14,0.0
1440,lIphu58CwRI,Vote Jeff Bickerstaff for Sachse Mayor,38,Jeff Bickerstaff For Mayor #WeAreSachseStrong,45,0.0
1441,gbqffJ9u_FE,The latest on our ongoing winter storm in Sachse.,49,Major Winter Storm Today font wort rx st aa cl don pproximate tlming of snow sunday heavy forecast snowfall loamto izpm 2pm lapm to zpm apn ro to spm pa mostly likely sdowtal 1 below be he chrea snd g15 tening ro pcople zero,224,0.0
1442,zXpr7KDJgJo,Bands of America (BOA) Joining Us Announcer Challenge Video Entry,65,MUSIC EOR AL BANDS OF AMERICA JOINYNG US! ANNOUNCER BOA CHALLENGE Vote for marching musicforall. org/joiningus at me,116,0.06
1443,8VXp2sITGhQ,A Few Strong to Severe Storms Possible,38,fort wo 0-108 hune 1 20234 lssued Gainesville Paris souaued dfw canton canton Waco ated aong showers atered and Killeen dested by gnis this econe o srane,153,0.035
1444,ODnuiohknTw,"Evening Weather Update for North Texas -  March 16, 2021",56,Thunderstorm Watch Severe ollk ca Fort Worth TX 16 000 odpm cot tog severe Thunderstorm a watchis in the shaded unt cffect tfo areas sh ccas udel slou 51 am Wednesda sbord Denton Conditions favorable for are sccne storms threats Dallas vorch fort Damaging iade to up gisco 7 mph tephenville larze hal lsolated to up possible Hamilton moxia pa csin a tornado nwo possible or edpie stay awarel meauher 日 should prepared t ac warming a be iwed lor location your WsFontWor,468,0.0025000000000000022
1445,pc0pnx_Y43I,"Severe Weather Update (4:30 PM) - Originally Broadcast on March 16, 2023",72,1304 WEATHER STREAM oaoel,25,0.0
1446,JLMf5Ckz1fg,"Morning Weather Report / Tropical Weather Update for Sachse, Texas - August 25, 2020",84,nan,0,-0.1355
1447,CgS76jcXXuU,"Weather Forecast for Sachse, TX - September 15, 2020",52,"Tuesday ollk foa Fort Worth, T sp15 7020 1725 cot 820 a slight chance of showers central and west 81 DOA acksbo partly with highs in sunny 880 88 the 80s 05 Llabt north tonortheas 81 winds 82 von Circo gpnenvn 87 849 81 2010 05 awstot worth",240,0.0425
1448,o9S1IdPhK5U,"Flash Flood Watch for Sachse, TX - September 2, 2020",52,Additional Rainfall Accumulation Forecast olls foacanr Fort Worth TX Throuah thursday moming flooding g Elach flooding possible 0 tono dssam cot 电 rainfall occumulations upwards of5 inches primarily areas ran along and south ofl 20 wit 51 115 lesser amouns lo the north Sher ma paris soils already saturated from are 1 05 poring 1-1.5 flashfloo previous rainfall of the over most Aoditona aintall region acksboro denton o quickly ikely ano nun cause gre looding ssues flash flood 1154157 walch AFleel Fleed watchl has been wort much north teras issued Ifo of 115 25 flash flood induding DallaS/FO worth tne watch arca Thi watch effect is in through thursday morning Turn Around Don' HOODN Drown wsfot wor t,706,0.013999999999999999
1449,E6qts1ldL74,Storms with Hail Possible This Morning.,39,3296 Weather STREAMING Weather Update Severe Starting Soon www.sachseweather. com,81,-0.423
1450,PaE-8rqTIMY,3:20 PM Weather Update.,23,live aco b WEATHER UPDATE STARTING SOON,39,0.0
1451,tVdYy_qvpUE,LIVE - Severe Weather Update for North Texas (8:15 PM),54,nan,0,0.0
1452,GysqUMW7Tdg,Live Radar and Webcam,21,BACON peofis Weather Forecast Severe Storms Possible,52,-0.151
1453,hmf23DvkjoA,SNOW!!,6,WEATHER FAMTLY LFE l,20,0.0
1454,Pl_j7qX0XyQ,Happy Friday!!,14,nan,0,0.4055
1455,dP3itjGbrSw,Severe Thunderstorms and Rain?? | LIVE Weather Update  | Sachse Weather,71,上 TOTAL YOUTUBE SUBSCRIE size,29,0.0
1456,Qj5C-G6RIjc,"It's Hot! (July 10, 2022) | Sachse Weather",42,1304 WEATHER STREAM llooe sa ade pltes e es slse owtoole sue optons bte ou 12 soun ga1 5 dil aneoe noon ed lse es un iner naten 10.:9 .1:33pm be leod,149,0.0
1457,5OXeGPdem7o,"Today's Forecast (July 24, 2022) | Sachse Weather",49,1304 WEATHER STREAM 10 cuod mph. Forecast with hioh hlah 10 Today's Sunny 100 heat iodex ialoe d dear as as,107,0.1155
1458,s0UAV1XZY_U,"Today's Weather Forecast (August 15, 2022) | Sachse Weather",59,to watching thanks,18,0.296
1459,Zhbu4TqsorA,"Morning Weather Report for Sachse, Texas - August 13, 2020",58,nan,0,0.0
1460,cxvx1kSqbJc,Shark Vacuum Hose Repair - Part 3 of 3,38,nan,0,0.0
1461,D0e_FJR7CuQ,Ammo Box Faraday Cage,21,ammo Bo FaradayCag peul romes caee moo icatona pegeos nudde srad fue talel sas geanet fnt dgal l cotouo o chang bis unound lid snei ded sue fubber seo ue ol onurne canl ony agnorad sudde scal eam iin cranl uroe bac sate lo sendly il tou ggae o bud ste sn cha on r see conly ilgn caudoend nicd phona bed lo somam epensra tu tollg or um npontan eed somames ooma stole discnatye roma nsulalnn dgaccar pecred ulecce islg u con 059 1h b0  in vacuum l can seal tr gamion storage,472,0.0
1462,qM9gFsL5H4M,Youtube Paul Romsky Channel Welcome Trailer,43,nan,0,0.1875
1463,_MY5MRVYaEA,Shark Vacuum Remove Stuck Item from Rollers - Model LA502,57,nan,0,0.1225
1464,4TkGC-6Osnk,DIY Ventilator Face Mask,24,nan,0,0.0
1465,qerH8nAImjk,DIY Homemade Emergency Ventilator - Fan Bench Test,50,nan,0,-0.0155
1466,UvHl7eCenJU,EGR System 1987 Fiero GT 2 8L V6 Update,39,lonaus ges re EGR syelem l 087.Fero61V628,41,0.144
1467,vaOJlTgBuKQ,Emergency Portable Homemade Battery Powered Ventilator Backpack,63,nan,0,-0.151
1468,qAmkl1cO_rs,Very Low Cost Homemade Emergency Ventilator,43,nan,0,-0.2775
1469,w0XVQ_VmlTg,Self Contained Battery Powered Portable Backpack Ventilator - With Full CC,74,nan,0,0.0
1470,WoqksOI66PE,Putting On Homemade Battery Powered Ventilator Backpack,55,nan,0,0.0
1471,mDqiG_iDllo,DIY Last Resort Filter Doomsday Emergency Contingency,53,nan,0,-0.2805
1472,rqpTYD-LbDs,Drive In Clock With Music,25,10 MINUTES to GO TIL SHOWTIME,29,0.0
1473,zMCEkkpAl_o,Disaster Prep Tri-40 Foot Container Shelter (Concept),53,olsasler Pre gore alngr Sbeltar concent,39,-0.203
1474,PKidPoT1hUE,Railroad Crossing Signal Station Theory of Operation,52,sruss,5,0.0
1475,FYV6kXNlfHA,Classic Rocket Launch Control Panel using Adafruit Trinket M0 Microcontroller,77,Clacclo RockerLauncl Control LRonol dome eseney pye ote coees engibe igeter tnst tld sult llor edafl ep red HC yeltow O guen igla red sioet starus relos open gaeel fo loel an fert rantd stitch ver pushoutiod ttn dratane o te cale,229,0.0
1476,KyRDmRm-Rm0,Railroad Defect Detection Station Theory of Operation,53,einDefectbetecbonStatio,23,-0.143
1477,zh8p_jyjbE8,4 Season Stealth Van Concept,28,nan,0,-0.151
1478,NW32Y5_pR-E,O Gauge Train Speed Indicator Boxcar - Adafruit Trinket or Parallax BS2 BStamp,78,ScaleSpeed MPHorkm/h,20,0.0
1479,3oPrDaW16oY,Mechanical Drawings for ECV-EX1 Prototype Battery Powered Portable DIY Backpack Ventilator,90,nan,0,0.0
1480,ZULwXGPeMjA,ModCell straw bale homes in Bristol,35,nan,0,0.0
1481,i4OV6qAsT1c,David Saunders on Zero Carbon Bristol,37,nan,0,0.0
1482,P0m_f16c5vc,"Edward George Topping – Tuesday 28th September 2021 – St Lawrence Church, Barton",80,BIEGURNU,8,0.0
1483,GlUOt5NC824,The Age of Energy Abundance - is it closer than we think? | David Saunders | Quaker Talk 10 Feb 2023,100,nan,0,0.0
1484,s6SsMBH9Yfo,Vala Ragnarsdottir on Creating a Shared Vision [2/2],52,nan,0,0.3115
1485,kLMEMl2XLOs,Malago Road Homeless Container Housing,38,lugier ie can iia vil ditan oare h,34,0.0
1486,vNNJ9DgWREY,Would you like cheaper energy?| David Saunders | Quaker Talk 2022 10 20,71,bortianoed my ballt,19,0.0925
1487,lVxSWj9H7R4,Storytelling for Restorative Justice | Hannah Moore | Quaker Talk 2023-06-30,76,nan,0,0.149
1488,FGA9gtZ4u4Y,What makes a Good Poem?  |  Heather Lister  |  Quaker Talk 2021-01-15,69,nan,0,0.133
1489,FfUOENRb5UQ,"Liz Coleman  |  Sixth Chakra - Ajna - Third eye  |  Chair yoga, 14 Feb 2023",75,nan,0,0.0
1490,oQsiutyr0wg,Now for the next 100 sessions!  |  Patsy Staddon  | Quaker Talk 2023-03-03,74,nan,0,0.0
1491,H5kUgdeVxQ8,Social Services in Avon County | Jenny Smith | Quaker Talk 2023 03 10,69,nan,0,0.0
1492,26dQAt68cSs,"Liz Coleman  |  First Chakra - Muladhara - Root  |  Chair yoga, 9 Jan 2023",74,nan,0,0.0
1493,1Xs0QEzqScc,A poem of one’s own—or someone else’s! | Patsy Staddon | Quaker Talk 2023-07-28,79,christophe,10,0.0
1494,G_tgoOIKsiQ,Tales from a second hand bookshop  |  Ray Bray  |  Quaker talk 2023-05-26,73,nan,0,0.131
1495,44O-JxGVurE,An opportunity to discuss hearing loss  |  Mark Gill  |  Quaker Talk 2023-01-13,79,cfd conne dral t ura Cochlear Implant Hacy heanre Uses electrodes electronically tc the stimulate that the nerves brain then nterpret into sounds required An operation is insert tc internal parts,195,0.026000000000000002
1496,rAR7nzd0NYI,Epistles from George Fox |  Christopher Denman | Quaker Talk 2021-02-19,71,nan,0,0.0
1497,DgRZS7XMVl4,The Challenges Nurses Face and the impact this has on patients❕Sue Bright❕ Quaker Talk 2022-09-09,97,nan,0,0.0425
1498,oolZNpYIQLg,Sharing of favourite comic poetry | Christopher Denman | Quaker Talk 2021-12-24,79,nan,0,0.1185
1499,JWIz28qGbcA,Quaker Area Camping  |  Kate Cashmore  |  Quaker Talk 2022-01-28,64,nan,0,0.0
1500,tyPdVXJYtKE,Syncing an HP Wireless Keyboard and Mouse,41,nan,0,0.0
1501,Eubwtk3HzKE,Removing the Cover from an Albert 2 Scanner,43,nan,0,0.0
1502,ZTc-XsnfF6k,Interesting Things episode 06,29,dry asphalt lce on s Video 07192013 in 92 degree heat taken or,62,0.237
1503,cgjgNlVDtZE,"Linux Scripting Table as a Reference for Ubuntu, Debian and Fedora",66,of the list i n table cmd salot lagle salpting T t nonedstan ginves breakdov d of h list gies brealdonn ol ine listin attempting list lo non nastant char ue entire soeen do der uhe scain anonm nese te sre names ot duement uhe apelication run of dit s AN copy move fie remoye rename ale files used to oele clps lmtn ns muhoumase ltlny nl amun puss nen o ine coatent ghe itcan copy nslde pipes,391,0.237
1504,MRIuiyrrE1U,Completing the Circuit,22,nan,0,0.0
1505,FSBpMpYmmx8,How to remove a stripped screw,30,nan,0,0.0
1506,3mJQ4yz8bhk,Alma Linux running off Flash Drive,34,nan,0,0.155
1507,GGZ-XmL51Pw,Using Device Manager and RealSense to verify a Camera Connection,64,(intel) REALSENSE,17,0.126
1508,u6rGCEVQpy8,PowerShell Welcome to Hell,26,PowerShell Welcome Hel to,25,0.25
1509,cdY8TNKKEUg,The Basics on how to ReActivate a touch screen,46,the now Basics to on ReActivate touch a Windows in screen,57,0.0
1510,btJjP4Nl6Qw,Seed Starting Project,21,nan,0,0.237
1511,hKFJ5Kh-TL4,Setting a personal VPN part 2 using OUTLINE Client,50,Setting Up Outline,18,0.0
1512,kWT_jJ9gIck,Fixing the Not Connected to the Internet Message,48,aefrex Lonnect Please lo Now! Internet the doour cause is ba ehit you software Ctor tou sed 日01comne connected he intornet cr o has no bean 7 no dean necingw s th software allow Reconnecting will 7 davs soft ar miththecoud wa llr SVDE service aod will reactivate th cloud il lo days to se call vour plosco have gueslons yo abr ok0 A uistrator Network BMUE,355,0.036
1513,v5-Z1r8_fZY,Los conceptos básicos sobre cómo reactivar una pantalla táctil,62,los conceptos basicos como sobre reactivar pantalla gna tactil,62,0.0
1514,Has4HvnPLeU,The Tomorrow Project,20,nan,0,0.0
1515,Hkgr0PKYFT0,Customizing your Orthotic Selections in English,47,Main 01 At the screen iStep software the select gold the icon on right upper corner. feel great feet! our on Remove iSten shoes on etand o heoin or ocan,152,0.068
1516,psbT6FMvz5k,Debian 12 Setup Part 4 Adding a Backport Repository,51,dak rs Debian 12 Setup Adding Part 4 a Backport Repository,58,0.0
1517,FsjIqA9y9A0,Upgrading your TeamViewer Application [ASMR],44,upgrading eamvlewe lcater vOur,30,0.0
1518,ETiaBsWH5Xg,Personalizando tus Selecciones de Ortesis,41,En la pantalla principal del software iStep. icono seleccione e dorado 1 er esquina superior derecha feel feet! great on your iCtor Remove shoes anc stand heoin on o scan,170,-0.20350000000000001
1519,FYOYB4XMZMg,Starting conversations about the future.,40,nan,0,0.0
1520,LjGJnYyTmt0,Leadwell LTC-10S CNC Lathe with FANUC OT control,48,nan,0,0.0
1521,d9b_y0EYKaw,Enshu VMC 530,13,nan,0,0.0
1522,70Q9M6_SWEc,1997-FEELER-FTC-30-CNC-LATHE-TURNING-CENTER,43,nan,0,0.0
1523,w7SYXE77F-0,Shoun Video,11,nan,0,0.0
1524,8AT0ue-4KNI,Makino RMC55 A10,16,AMC55,5,0.0
1525,cbSDr_Yc4Es,Kitamura Mycenter 2Xi,21,nan,0,0.0
1526,PdZqGsh7hAI,Okuma Howa Millac 611V,22,nan,0,0.0
1527,hWzKGmnoYSY,Hardinge Bridgeport VMC-1500,28,nan,0,0.0
1528,hSc13bDjpKE,Hwacheon Hi-Eco 35 CNC Lathe with FANUC OT-C (Alpha Drives),59,nan,0,0.0
1529,arTsBzpChBc,Suga ST-200,11,nan,0,0.0
1530,McL6tnQdP4k,Okuma Howa Millac 511V FANUC 16M,32,nan,0,0.0
1531,k8IYXjGDB10,Daewoo Puma 18,14,nan,0,0.0
1532,qSHsLSRWvhc,Amada Coma 557 FANUC 04 PC,26,LUBRICATION,11,-0.1385
1533,bUlBjh676fQ,MVI_2992.MOV,12,nan,0,0.0
1534,Q8znWqyqA5M,Supermax FV 102A Regular Video,30,DISCUNNEHT POWER BEFORE SERVIC LUBRICATION CHART,48,0.0
1535,8rwhfHqJBR8,Hardinge T 42 Live Tooling,26,nan,0,0.0
1536,TTz_yhF8w6o,Kitamura Bridgecenter 8 ATC,27,nan,0,0.0
1537,SQHNlc8OZu8,Daewoo Puma 15 CNC Lathe with FANUC 16T,39,nan,0,-0.206
1538,vwExoGUmX30,Leadwell MH500 HMC with FANUC 18M,33,nan,0,0.0
1539,U9qz91-aGOw,MVI 3183,8,nan,0,0.0
1540,RPkC76lMaBo,2007 Honda Pilot Rear AC SIMPLE FIX!,36,nan,0,0.0
1541,4E6kHSFpTJ0,48v eBike Battery build! Spot Welding.,38,48V Battery b Build! EPBCH25P EPBCH25P 13S 18650's s4p,54,0.0
1542,BJKasD7bevY,Dell Precision 5520 Fan Removal,31,iced ADE china,14,0.1825
1543,_r_dt9U_GaI,Good thing I brought a snorkel to Warner Valley,47,"This fine, is",13,0.237
1544,mWQLqDhhX04,GPU Profiler Tool,17,nan,0,0.0
1545,FA6Cxx70F7s,Why I Returned My Osmo Action 3,31,DEMODAY,7,0.0
1546,Z61jCemAfnE,BBS02 Programming - Ebike build part IV,39,Guide T Backer Programming s Th BBSHD BBSoa s,45,0.0
1547,uCXjvOOnubo,Fork Rebuild - 2007 Kawasaki KLX250s - Fork Rebuild Part 2,58,KLX250s Rebuild Fork special reguired No tools,46,0.02550000000000001
1548,vGWK9IkxKZ0,KLX250s Front Blinker Fix,25,Broken,6,-0.5
1549,An9HFlelZms,Here Comes The Sun,18,nan,0,0.0
1550,ALQ7v_F76WM,How to Slime a Tubed Bicycle Tire. NO MORE FLATS!,49,gmilz ITTARIA TMAJA3238,23,-0.1435
1551,vZ_2Z2nhhAU,Peekaboo Ridge!,15,Views! Amazing,14,0.6115
1552,r53ZtI1furc,GTX 970 throttling woes :(,26,NOT,3,-0.3295
1553,L63_EJfIBWc,"SpaceX Starlink, SN4, and Demo 2!",33,nan,0,0.0
1554,oxj_ZT1rf-c,Sub $1000 gaming/streaming PC build!,36,nan,0,0.0
1555,59qe9AE93iM,Nvidia 1660 SUPER talk. New price/performance king?,51,nan,0,0.218
1556,9nzCWA4B_rA,Black Friday Budget build CPU Mobo RAM,38,YOURSELVES BRACE BLACK FRIDAYIS COMING,38,0.0
1557,5lDIbqf3NLo,Disney Plus is LIVE! Early morning low traffic check,52,according 0 ORL WORLD RL EFF,28,-0.115
1558,CB7vK1sYk94,Cassia with friends! Patch 46 1,31,nan,0,0.2295
1559,dZ_pgNMXhoQ,losing with malthael,20,nan,0,-0.2825
1560,BxwBeN6pewY,ADELE WEIGHT LOSS SECRET REVEALED !!!! How To Lose Weight: The Real Math Behind Weight Loss #shorts,99,THIS ARVELOUS PRODUCT USED RV ADELE IS a REVOLUTIONART new weight LOSS PRODUCT THAT HELDS,89,-0.29300000000000004
1561,bhL10d17ANc,vsuite review - vsuite review - plus exclusive bonuses - (vsuite review) - INSTANT BUYERS in seconds,100,nan,0,0.1585
1562,W--kk6l4epA,reverse diabetes - how to reverse diabetes type 2 – the video course,68,Hello Discover Everyone how Thousands of Mer,44,0.0
1563,NIDa9gignCE,BURN FAT FAST PROVEN STEPS -7 days Method [2015-FRESH],54,PROVENVDEO Bur BellyFaf Fast ittp://bit.ly/1dw RhOc,51,0.0
1564,-wv1Pzd2aBI,Commission tycoon review - The quickest way for anyone to start generating sales and commissions,96,COMMISSIO,9,0.0
1565,s7vmoPas0mM,24H Commission Husler Review - What make money online-Make 300 USD in 24h from SCRATCH- PROVEN 100%,99,"$10,256.42+ A MONTH",19,0.0
1566,o8VXd1w4Pls,Commission Replicator reviews  100% Automated Done For You Super Affiliate Funnels - Complete Review,100,% 100 DFY,9,0.1625
1567,ee3tz3fU2zA,10X PROFIT SITES REVIEW   BRAND NEW FOR 2020   100% DFY - Pre-Loaded With Multiple Product Reviews😻😻,100,10 PROFIT SITES PRTES XPRTFEIS 10X,34,0.3135
1568,WdTzliKJhPI,Trafficzion review - Fully-automated software for SET & FORGET traffic 24/7 - FREE TRAFFIC $$$$$$$$,99,Fully-automated softw,21,0.041999999999999996
1569,nmhVJYclMbM,edUpay review - Software That Creates 100% Automated “Udemy Like” E-Learning Sites - NON STOP PROFIT,100,edupay duoo edupay edupay,25,0.0715
1570,ln66xWTHtx8,Earning a 7-Figure Income: Discover How This Amazing Newbie-Friendly Product Transformed My Life!,97,DISCOVER How Built 7-Figure i a Business Since Surviving My Final Suicide Attempt MAKE SURE YOUR RE ON AND CLICK DLAY ooonen,124,0.14950000000000002
1571,I5n1HHSo2gI,how to create high quality dofollow backlinks - The best World SOFTWARE So Far - 100% WHITE HAT SEO,99,Software Best SEO eatures Get unlimited Backlinks downlond oay free na captche solver induded nedton Posts sodal best seo sottware COIV jow INJAZATIL social neltonk poses social Bookmarkir ocad Oirectorie web dinectonies releases rss snd much more allofthese features INGLESoR ery se white seo dod 100 h hat gnce ns c 7DAYS TRIAL Download NOW t njazaticom,355,0.2415
1572,0kNG-9_bwKg,How to Boost Website Traffic and Sales with SuperSEOPlus (Free SEO Tools) #shorts,81,SUPERSEOPLUS COM where were going to Trololutce er SF doses super SEO plus to yoU,81,0.201
1573,Z4Ln33j4m-8,biofit review - biofit-biofit review-the truth about biofit! does biofit work? beware of the blow!,98,Truth Biofit,12,0.4395
1574,i7kjznV65NY,Stop Struggling to Make Money with ai Online: How AI Software Can Help You Earn $30k/Month #ai,94,S30K SPER MONTH,15,-0.053000000000000005
1575,SyoahXNydA4,Good bye Facebook ADS! This software creates converting ads! $500 Free Offered on signup 😮😮 #shorts,99,Cuery Hello,11,0.203
1576,v_699K0CzFE,$1000 per Day | easiest way to earn 1000 USD per day using AI|Newbie friendly #makemoneywithai,94,nan,0,0.158
1577,JNaN6lRbEr0,Tutorials to make money#shorts #makemoney #sidehustle #passiveincome #workfromhome #onlinemarketing,99,ccling ts wbiee jeer,20,0.0
1578,gyN0yIClc54,#shorts Top 10 Lazy Ways to make money online in 2022 #short #shortvideo #shortsvideo,85,binp mnuas dmaemney uer int oss sll nchs,40,-0.0215
1579,DYtKB7oqTUY,Welcome to the best video about methods of earning money using AI Technology,76,nan,0,0.198
1580,U3l1FgfyOxI,It’s the little things that amuse me 😂,38,Whe d this Whe did Apple do this oochaddictul,45,0.1445
1581,lYavCFpLx8U,"DIY Media Wall, minus skimming!",31,nan,0,0.0
1582,iu1ZmhXXOrc,Tech cleaning kit £13 🔥🔥🔥 #gadgetlife #tech #techdad #gadget #gadgets #geek #geeklife #geekuk,93,eci clean kit 13 up,19,0.2015
1583,VE53M3qJTzs,More space clones? #madeuptrivia #avatar #alien #movietime #movietrivia #shorts #funnyshorts,92,GTABNIFOED ANFORY,17,0.0
1584,5pfXLBcWvAM,"DJI Mini 2 4K Drone Flight - West Park, Wolverhampton, UK",57,mini 2 DJL Stadium Park/ Molineux West,38,0.0
1585,xogJi5CPp68,New Anker 65w Charger to replace my many chargers 🔋🔥 #anker #gadgetlife #tech #techdad,86,Anker 65W Charger,17,0.0
1586,p9FAXUHXey0,Probable an app for this but I’m learning! 🔥🤓🧠 #gadgetlife #gadgets #geek #affinityphoto #tech,94,?,1,0.0
1587,AfMgrVAvaZc,Budget Tech - Goodmans £20 Gaming Headset - Cheap Gaming Technology,67,BUDGET TECH lech TECH UK,24,0.0
1588,2DpWW-Bliu8,Upgrading the night stand with this 3in1 charger from Goodmans 🔥#shorts #gadgetlife #gadgets #geek,98,GIGARYTE only draw,18,0.0
1589,09k9rJ6nme8,"DJI Mini 2 4K  Drone Flight - Baggeridge Country Park, West Midlands UK",71,"mini 2 DJI Baggeridge Country Park, UK",38,0.0
1590,dG99WYYpRT4,Saturation bringing out those big brown eyes ☺️🐶,48,nan,0,0.0
1591,MYwdpCW49JI,DJI Mini 2 4K Drone Flight - Test Night Flight,46,Mini 2 DJL Night Flight est,27,0.0
1592,I5XQ_Pi_ZBw,Trying to be more creative again! Joined that creative cloud again 😂 @AdobeCreativeCloud,88,nan,0,0.2
1593,FZP-l4C2mrY,Full video on my custom kit backpack soon 👍🏻 #techbackpack #techaddict #backpack #custombackpack,96,Wla bags toc many ochabaens,27,0.0
1594,kr8b5QSRqX8,Become a Pro with the best beginner Drone! - DJI Mini 2 Fly More Combo,70,BECOME PRO a PILOT!,19,0.145
1595,LoP4ADi0_gk,DIY Tech - My ESSENTIAL DIY Tech Backpack 2022!,47,X,1,0.0
1596,MaZB2HID-1k,The beginning of my midlife crisis?? LEGO Build - Hoth AT-ST Walker - 75322,75,WTAR,4,-0.144
1597,Sxy3s-FFH5w,Tech Addict UK Trailer,22,TECH ADDIGT UK,14,0.0
